image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
PXL_20260519_151332564.jpg,PXL_20260519_151401302.jpg,2343,1954,2343,14,8,0.5714285714285714,74.21286144598363,0.00396617937413759,0.0009915448454234678,3.0221598849945875e-12,0.007932358133075901,"[[1.6134286040949165e-06, -1.1604176512456613e-06, -0.0010193561631359664], [8.339619152225794e-07, -1.464901624666091e-07, -0.0008487012068045732], [-0.0016316512623297582, 0.0012170077261695767, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151402038.jpg,2343,1851,2343,32,9,0.28125,179.32311669546974,111.5110432566674,0.047552048337106384,6.036441186445659e-13,0.40989704627962287,"[[4.490353644075725e-07, 1.4488860285517392e-06, -0.0015126616383982394], [1.1209156261803554e-06, -2.749667430686364e-06, 0.0005391680695807288], [-0.000693705889657216, -0.00026596500560323213, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151402550.jpg,2343,1703,2343,20,9,0.45,143.70396480253072,40.77592131242537,0.07641650946262031,3.6338312991488e-13,0.6877485851207749,"[[2.332263284275951e-06, -5.756121918969232e-07, -0.0025470083058706447], [-1.2461044076086427e-05, 1.147846150578058e-05, 0.007792189669536753], [0.0012137780504302116, -0.003659405016873483, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151403045.jpg,2343,1681,2343,17,9,0.5294117647058824,107.33281036481189,0.7837585701423728,0.10308599423047526,1.0564389595110177e-12,0.7837585701423728,"[[7.679198560186075e-07, 5.499637329831272e-07, -0.0009597713311490438], [8.909917244090156e-07, -8.218506407966662e-07, -0.0005588239521929434], [-0.0010156388286650339, -1.8461529243859405e-05, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151403560.jpg,2343,1312,2343,16,8,0.5,108.37957099940981,6.2468506978710865,0.1047494521297696,1.542581721673155e-13,0.8379956170362308,"[[-4.073164804865276e-07, 1.5872495980648875e-06, -0.0006637379030577626], [6.577555138365627e-07, 1.1866184878210244e-06, -0.0017123302402402595], [0.0004496395455192125, -0.002112175992513841, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151404100.jpg,2343,1341,2343,22,8,0.36363636363636365,191.23970440684872,47.37801609881602,0.0626554405816903,1.160699288845489e-12,0.5012435246426052,"[[-4.7000866071373846e-07, 2.868446798561729e-06, -0.0011983671692360708], [2.0234113651769964e-06, -3.4309703316840137e-06, -0.0003994694850223833], [-0.0001834474565205287, -0.0012351953005085043, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151404671.jpg,2343,1322,2343,23,9,0.391304347826087,133.99100012213228,29.18210710917662,0.05127501469020368,8.455649341618726e-13,0.3900800128676064,"[[3.8796861015733074e-07, 9.420565008909889e-07, -0.0006180477062961144], [7.962714971500746e-07, -1.0201818028517961e-07, -0.0006890883202610915], [-0.0008697960259109302, -0.0007573018220321121, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151406103.jpg,2343,1055,2343,24,9,0.375,140.22566683478854,71.85155233441795,0.061441405179479935,1.5288691770275454e-13,0.4235559933883659,"[[6.439536696530735e-07, 2.955070301272413e-07, -0.0011716349465314756], [1.3107878471755053e-07, -7.065983288945596e-08, -0.00011596186405843176], [-0.00043455111730691183, -0.00042292680563570345, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151407556.jpg,2343,1121,2343,16,8,0.5,46.16181762233984,0.8170561095971645,0.01934523821627904,5.826351688806556e-13,0.1547619057250105,"[[-2.6359312031510855e-06, 8.460853945772363e-06, -0.0006223445206645881], [-2.0067092004033394e-06, 7.392336237382168e-06, -0.0009653594913112116], [0.0028716286149807384, -0.009840465079439524, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151408298.jpg,2343,1238,2343,18,8,0.4444444444444444,59.69700601617737,4.950043125346591,0.03548213623166898,5.138793602108126e-13,0.28385708984127206,"[[7.727778666386149e-07, 1.1980928471206918e-06, -0.0014268530717499405], [2.1492484116135489e-07, -1.3149662743502829e-07, -0.00022675871300017173], [-0.0005652649873013009, -0.0007569608894873632, 0.9999999999999999]]"
